object_id,department,title,object_name,origin_country,period,artist_display_name,artist_begin_date,artist_end_date,medium,link_resource,tags,century,primary_image,artist_gender
337894,Drawings and Prints,Three Standing Figures (recto); Seated Woman and a Male Hermit in Half-length (verso),Drawing,Unknown,Unknown,Stefano da Verona (Stefano di Giovanni d'Arbosio di Francia),1374.0,1438.0,"Pen and brown ink, over traces of charcoal or black chalk (recto); pen and brown ink, brush with touches of brown wash, over traces of charcoal or black chalk (verso)",http://www.metmuseum.org/art/collection/search/337894,Men|Women,15th century,https://images.metmuseum.org/CRDImages/dp/original/DP-26913-001.jpg,Male
435617,European Paintings,Saint Thomas Aquinas Aided by Saints Peter and Paul,Painting,Unknown,Unknown,Bartolomeo degli Erri,1460.0,1479.0,Tempera on wood,http://www.metmuseum.org/art/collection/search/435617,Women|Reading|Saint Paul|Saint Peter,15th century,https://images.metmuseum.org/CRDImages/ep/original/DP-42412-001.jpg,Male
334722,Drawings and Prints,A Saint Addressing Figures from the Steps of a Temple,Drawing,Unknown,Unknown,Antoine Caron,1521.0,1599.0,"Pen and brown ink, brush and brown wash, heightened with white, over black chalk, on light brown paper",http://www.metmuseum.org/art/collection/search/334722,Temples|Trees|Saints|Crowd,16th century,https://images.metmuseum.org/CRDImages/dp/original/DP809518.jpg,Male
435651,European Paintings,The Lamentation,Painting,Unknown,Unknown,Ambrosius Benson,1519.0,1550.0,"Oil on canvas, transferred from wood",http://www.metmuseum.org/art/collection/search/435651,Sadness|Suffering|Mary Magdalene|Saint John the Evangelist|Lamentation|Death|Christ|Virgin Mary,16th century,https://images.metmuseum.org/CRDImages/ep/original/LC-1982_60_23.jpg,Male
334711,Drawings and Prints,Ruins on the Palatine in Rome,Drawing,Unknown,Unknown,Johann Anton Eismann,1604.0,1698.0,"brush and gray ink, over black chalk",http://www.metmuseum.org/art/collection/search/334711,Rome|Ruins,17th century,https://images.metmuseum.org/CRDImages/dp/original/DP803395.jpg,Male
435689,European Paintings,Portrait of a Woman,Painting,Unknown,Unknown,Ferdinand Bol,1616.0,1680.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435689,Portraits|Women,17th century,https://images.metmuseum.org/CRDImages/ep/original/DP145922.jpg,Male
334012,Drawings and Prints,"'Generosity versus Greed', a woman and three men conducting a transaction inside a shop; folio 76 (recto) from the Madrid Album 'B'",Drawing,Unknown,Unknown,Goya (Francisco de Goya y Lucientes),1746.0,1828.0,"Brush and point of brush, carbon black washes, on laid paper",http://www.metmuseum.org/art/collection/search/334012,Men|Women|Shops,18th century,https://images.metmuseum.org/CRDImages/dp/original/DP888185.jpg,Male
435737,European Paintings,Imaginary Landscape with the Palatine Hill from Campo Vaccino,Painting,Unknown,Unknown,François Boucher,1703.0,1770.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435737,Buildings|Men|Cows|Landscapes|Shepherds|Rome,18th century,https://images.metmuseum.org/CRDImages/ep/original/DP-409-001.jpg,Male
333797,Drawings and Prints,"A Woman Reading, after Pieter Janssens Elinga",Drawing,Unknown,Unknown,François Bonvin|Pieter Janssens Elinga,,,Watercolor and gouache,http://www.metmuseum.org/art/collection/search/333797,Books|Women|Reading|Interiors,19th century,https://images.metmuseum.org/CRDImages/dp/original/DP805444.jpg,Male
435649,European Paintings,Judith,Painting,Unknown,Unknown,Benjamin-Constant (Jean-Joseph-Benjamin Constant),1845.0,1902.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435649,Swords|Judith,19th century,https://images.metmuseum.org/CRDImages/ep/original/DT2818.jpg,Male
459092,Robert Lehman Collection,Trees and Houses Near the Jas de Bouffan,Painting,Unknown,Unknown,Paul Cézanne,1839.0,1906.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/459092,Houses|Landscapes|Trees,19th century,https://images.metmuseum.org/CRDImages/rl/original/DP-34470-001.jpg,Male
334898,Drawings and Prints,Standing Nude,Drawing,Unknown,Unknown,Gustav Klimt,1862.0,1918.0,Graphite,http://www.metmuseum.org/art/collection/search/334898,Female Nudes,20th century,https://images.metmuseum.org/CRDImages/dp/original/DP819703.jpg,Male
437381,European Paintings,Etruscan Vase with Flowers,Painting,Unknown,Unknown,Odilon Redon,1840.0,1916.0,Tempera on canvas,http://www.metmuseum.org/art/collection/search/437381,Flowers|Vases|Still Life,20th century,https://images.metmuseum.org/CRDImages/ep/original/DT323419.jpg,Male
483425,Modern and Contemporary Art,Nude,Drawing,Unknown,Unknown,Egon Schiele,1890.0,1918.0,Charcoal on paper,http://www.metmuseum.org/art/collection/search/483425,Female Nudes,20th century,https://images.metmuseum.org/CRDImages/ma/original/DP242757.jpg,Male
459731,Robert Lehman Collection,Venice-The Giudecca,Drawing,Unknown,Unknown,Henri-Edmond Cross (Henri-Edmond Delacroix),1856.0,1910.0,"Watercolor, graphite, and charcoal on heavy, white wove paper",http://www.metmuseum.org/art/collection/search/459731,Boats|Venice,20th century,https://images.metmuseum.org/CRDImages/rl/original/DT3255.jpg,Male
27554,Arms and Armor,Drawing of Design for Sword Hilt and Tip of Scabbard (Lion-Head Grip),Drawing,Germany,Unknown,Unknown,,,Ink on paper,http://www.metmuseum.org/art/collection/search/27554,Lions,16th century,https://images.metmuseum.org/CRDImages/aa/original/DP810585.jpg,Male
448469,Islamic Art,"""A Princess with Two Attendants, All in Late 16th Century English Costume"", Folio from the Davis Album",Illustrated  album leaf,India,Unknown,Unknown,,,Ink and opaque watercolor on paper,http://www.metmuseum.org/art/collection/search/448469,Princesses|Women,18th century,https://images.metmuseum.org/CRDImages/is/original/sf30-95-174-10a.jpg,Male
765954,"Arts of Africa, Oceania, and the Americas","Maffet Ledger: Indian, Gun, and Horse",Drawing,United States,Unknown,Unknown,,,"Graphite, watercolor, and crayon on paper",http://www.metmuseum.org/art/collection/search/765954,Firearms|Horses,19th century,https://images.metmuseum.org/CRDImages/ao/original/page3.jpg,Male
446578,Islamic Art,Portrait of the Emperor Akbar,Illustrated  album leaf,India,Unknown,Unknown,,,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/446578,Buildings|Men|Women|Flowers|Trees,19th century,https://images.metmuseum.org/CRDImages/is/original/sf13-228-44r.jpg,Male
247015,Greek and Roman Art,Wall painting from Room F of the Villa of P. Fannius Synistor at Boscoreale,Wall painting,Unknown,Late Republican,Unknown,,,Fresco,http://www.metmuseum.org/art/collection/search/247015,Columns,1th century BCE,https://images.metmuseum.org/CRDImages/gr/original/DP165191.jpg,Male
37856,Asian Art,Unknown,Painting,India,Unknown,Unknown,,,"Ink, opaque watercolor, and gilt on paper",http://www.metmuseum.org/art/collection/search/37856,Fountains|Peacocks|Krishna|Radha|Women,20th century,https://images.metmuseum.org/CRDImages/as/original/57_51_10.JPG,Male
54212,Asian Art,Unknown,Wall painting,China,Kizil kingdom,Unknown,,,Pigments on mud plaster,http://www.metmuseum.org/art/collection/search/54212,Heads|Buddhism|Buddha,6th century,https://images.metmuseum.org/CRDImages/as/original/DP338613.jpg,Male
53172,Asian Art,"伝藤原行成筆　「荒木切」『古今和歌集』|Three Poems from the Collection of Poems Ancient and Modern (Kokin wakashū), one of the Araki Fragments (Araki-gire)",Hanging scroll,Japan,Heian period (ca. 900–1185),Fujiwara no Yukinari (Kōzei),972.0,1027.0,Page from a booklet mounted as a hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/53172,Poetry,11th century,https://images.metmuseum.org/CRDImages/as/original/DP-12232-287.jpg,Male
40276,Asian Art,南宋  佚名  騎驢圖  軸|Chan master riding a mule,Hanging scroll,China,Southern Song dynasty (1127–1279),Unidentified artist,,,Hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/40276,Donkeys|Men,12th century,https://images.metmuseum.org/CRDImages/as/original/DP-35889-002.jpg,Male
40081,Asian Art,元　錢選　王羲之觀鵝圖　卷|Wang Xizhi watching geese,Handscroll,China,Yuan dynasty (1271–1368),Qian Xuan,1239.0,1301.0,"Handscroll; ink, color, and gold on paper",http://www.metmuseum.org/art/collection/search/40081,Pavilions|Men,13th century,https://images.metmuseum.org/CRDImages/as/original/DP273822.jpg,Male
39547,Asian Art,"元  吳鎮  高節凌雲圖  軸|Bamboo, old tree, and rock",Hanging scroll,China,Yuan dynasty (1271–1368),Wu Zhen,1280.0,1354.0,Hanging scroll; ink on silk,http://www.metmuseum.org/art/collection/search/39547,Bamboo,14th century,https://images.metmuseum.org/CRDImages/as/original/DP235590.jpg,Male
449005,Islamic Art,"""Bahram Gur Exhibiting his Prowess in Wrestling at the Court of Shangul, King of India"", Folio from the First Small Shahnama (Book of Kings)",Folio from an illustrated manuscript,Iran or Iraq,Unknown,Abu'l Qasim Firdausi,935.0,1020.0,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/449005,Wrestling|Kings|Men,14th century,https://images.metmuseum.org/CRDImages/is/original/DP215667.jpg,Male
39667,Asian Art,明     杜堇     伏生授經圖   軸|The Scholar Fu Sheng Transmitting the Book of Documents,Hanging scroll,China,Ming dynasty (1368–1644),Du Jin,1465.0,1509.0,Hanging scroll; ink and color on silk,http://www.metmuseum.org/art/collection/search/39667,Men|Women|Writing,15th century,https://images.metmuseum.org/CRDImages/as/original/DP274148.jpg,Male
447303,Islamic Art,"""Rustam Carrying the King of Mazandaran to Kai Kavus"", Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscript,India,Unknown,Abu'l Qasim Firdausi,935.0,1020.0,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/447303,Wars|Elephants|Human Figures|Horses,15th century,https://images.metmuseum.org/CRDImages/is/original/DP215843.jpg,Male
459076,Robert Lehman Collection,Adoration of the Magi,Painting,Germany,Unknown,German,,,Oil and gold on beech panel,http://www.metmuseum.org/art/collection/search/459076,Men|Madonna and Child|Adoration of the Magi,15th century,https://images.metmuseum.org/CRDImages/rl/original/DP164854.jpg,Male
471730,The Cloisters,Saint Michael,Painting,Spain,Unknown,Master of Belmonte,1455.0,1490.0,Tempera and oil on wood,http://www.metmuseum.org/art/collection/search/471730,Saint Michael|Demons,15th century,https://images.metmuseum.org/CRDImages/cl/original/DP316433.jpg,Male
36082,Asian Art,明  阮祖德  老婦像  軸|Portrait of an Old Lady,Hanging scroll,China,Ming dynasty (1368–1644),Ruan Zude,1500.0,1699.0,Hanging scroll; ink and color on silk,http://www.metmuseum.org/art/collection/search/36082,Women|Portraits,16th century,https://images.metmuseum.org/CRDImages/as/original/DP-15981-001.jpg,Male
446566,Islamic Art,"""Alexander Fights a Sea Battle"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",Folio from an illustrated manuscript,India,Unknown,Dharmadas|Amir Khusrau Dihlavi,,,"Main support: Ink, opaque watercolor, gold on paper
Margins: Gold on dyed paper",http://www.metmuseum.org/art/collection/search/446566,Towers|Battles|Alexander The Great|Men|Horses|Rabbits|Boats|Ox,16th century,https://images.metmuseum.org/CRDImages/is/original/DP120807.jpg,Male
459283,Robert Lehman Collection,Landscape with Abraham and the Angels,Drawing,Belgium,Unknown,Copy after Hans Bol,,,Pen and brown ink and a little gray wash,http://www.metmuseum.org/art/collection/search/459283,Landscapes|Abraham|Angels,16th century,https://images.metmuseum.org/CRDImages/rl/original/DP-22097-001.jpg,Male
36120,Asian Art,清　陳字　洗象圖　軸|Washing the White Elephant,Hanging scroll,China,Qing dynasty (1644–1911),Chen Zi,1634.0,1711.0,Hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/36120,Human Figures|Elephants,17th century,https://images.metmuseum.org/CRDImages/as/original/DP-36804-002.jpg,Male
448472,Islamic Art,"""The Emperor Humayun Returning from a Journey Greets his Son"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album",Illustrated  album leaf,India,Unknown,Abu'l Fazl,1556.0,1602.0,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/448472,Horses|Men|Elephants,17th century,https://images.metmuseum.org/CRDImages/is/original/DP-33955-001.jpg,Male
459327,Robert Lehman Collection,An Officer Holding a Ceremonial Sword,Drawing,Netherlands,Unknown,School of Rembrandt van Rijn,1606.0,1669.0,Pen and brush and brown inks.,http://www.metmuseum.org/art/collection/search/459327,Men,17th century,https://images.metmuseum.org/CRDImages/rl/original/DP-21933-001.jpg,Male
652974,Arms and Armor,Design for the Decoration of the Surround of the Ramrod Pipe of a Firearm,Drawings,France,Unknown,Nicolas Noël Boutet,1761.0,1833.0,"Pencil, ink, gray wash on paper",http://www.metmuseum.org/art/collection/search/652974,Ornament|Flowers|Vases,18th century,https://images.metmuseum.org/CRDImages/aa/original/DP322487.jpg,Male
39540,Asian Art,清  朱耷 (八大山人)  二鷹圖  軸|Two eagles,Hanging scroll,China,Qing dynasty (1644–1911),Bada Shanren (Zhu Da),1626.0,1705.0,Hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/39540,Eagles,18th century,https://images.metmuseum.org/CRDImages/as/original/DP-19468-002.jpg,Male
10246,The American Wing,Lady with a Dog,Painting,United States,Unknown,Mather Brown,1761.0,1831.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/10246,Portraits|Women|Dogs,18th century,https://images.metmuseum.org/CRDImages/ad/original/APS239.jpg,Male
652963,Arms and Armor,Designs for the Decoration of Firearms,Drawings,France,Unknown,Nicolas Noël Boutet,1761.0,1833.0,"Pencil, ink, gray wash on paper",http://www.metmuseum.org/art/collection/search/652963,Ornament,19th century,https://images.metmuseum.org/CRDImages/aa/original/DP322495.jpg,Male
36191,Asian Art,清  張上龢  山水  軸|Landscape,Hanging scroll,China,Qing dynasty (1644–1911),Zhang Shanghe,1839.0,1916.0,Hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/36191,Mountains|Landscapes,19th century,https://images.metmuseum.org/CRDImages/as/original/DP-24839-002.jpg,Male
10042,The American Wing,Dirge of the Three Queens,Drawing,United States,Unknown,Edwin Austin Abbey,1852.0,1911.0,Pastel on paper,http://www.metmuseum.org/art/collection/search/10042,Men|Women|Coffins,19th century,https://images.metmuseum.org/CRDImages/ad/original/DT203398.jpg,Male
10825,The American Wing,Signora Gomez d'Arza,Painting,United States,Unknown,Thomas Eakins,1844.0,1916.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/10825,Portraits|Women,20th century,https://images.metmuseum.org/CRDImages/ad/original/DT2729.jpg,Male
436745,European Paintings,Two Angels,Painting,Unknown,Unknown,North Italian Painter (Verona?),,,Fresco,http://www.metmuseum.org/art/collection/search/436745,Angels,14th century,https://images.metmuseum.org/CRDImages/ep/original/DT11327.jpg,Male
458956,Robert Lehman Collection,The Adoration of the Magi,Painting,Unknown,Unknown,Bartolo di Fredi,1353.0,1410.0,Tempera and gold on wood,http://www.metmuseum.org/art/collection/search/458956,Men|Horses|Madonna and Child|Adoration of the Magi,14th century,https://images.metmuseum.org/CRDImages/rl/original/DT3007.jpg,Male
338134,Drawings and Prints,"Free Copy of Giotto's ""Navicella"" (recto); Copy of Adam in Masaccio's Expulsion from the Garden of Eden, and other Figure Studies (verso)",Drawing,Unknown,Unknown,Giotto di Bondone|Parri Spinelli|Masaccio (Tommaso di Ser Giovanni di Mone Casai),,,"Pen and brown ink (recto and verso). glued onto a secondary backing sheet of paper drawn in pen and brown ink, over black chalk",http://www.metmuseum.org/art/collection/search/338134,Men|Ships,15th century,https://images.metmuseum.org/CRDImages/dp/original/DP-26703-003.jpg,Male
435640,European Paintings,Madonna Adoring the Sleeping Child,Painting,Unknown,Unknown,Giovanni Bellini,1459.0,1516.0,Tempera on wood,http://www.metmuseum.org/art/collection/search/435640,Madonna and Child|Sleeping,15th century,https://images.metmuseum.org/CRDImages/ep/original/DT7219.jpg,Male
334756,Drawings and Prints,Seated Triton,Drawing,Unknown,Unknown,Perino del Vaga (Pietro Buonaccorsi),1501.0,1547.0,"Pen and brown ink, brush and brown wash, over traces of black chalk; outlines partly incised
",http://www.metmuseum.org/art/collection/search/334756,Triton,16th century,https://images.metmuseum.org/CRDImages/dp/original/DP811066.jpg,Male
435656,European Paintings,The Assumption of the Virgin,Painting,Unknown,Unknown,Bergognone (Ambrogio di Stefano da Fossano),1453.0,1523.0,Oil and gold on wood,http://www.metmuseum.org/art/collection/search/435656,Assumption of the Virgin|Angels|Virgin Mary,16th century,https://images.metmuseum.org/CRDImages/ep/original/DT11757.jpg,Male
334715,Drawings and Prints,The Last Judgment,Drawing,Unknown,Unknown,Michael Herr,1591.0,1661.0,Pen and black ink with gray wash over black chalk,http://www.metmuseum.org/art/collection/search/334715,Male Nudes|Female Nudes|Last Judgement|Angels,17th century,https://images.metmuseum.org/CRDImages/dp/original/DP222194.jpg,Male
435690,European Paintings,Petronella Elias (1648–1667) with a Basket of Fruit,Painting,Unknown,Unknown,Ferdinand Bol,1616.0,1680.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435690,Fruit|Girls|Portraits,17th century,https://images.metmuseum.org/CRDImages/ep/original/DP143180.jpg,Male
334013,Drawings and Prints,'Humility versus Pride' a young man imploring an older man with other figures in front of them; folio 75 (recto) from the Madrid Album 'B',Drawing,Unknown,Unknown,Goya (Francisco de Goya y Lucientes),1746.0,1828.0,"Brush and point of brush, carbon black washes, on laid paper",http://www.metmuseum.org/art/collection/search/334013,Men|Women,18th century,https://images.metmuseum.org/CRDImages/dp/original/DP818140.jpg,Male
435738,European Paintings,The Interrupted Sleep,Painting,Unknown,Unknown,François Boucher,1703.0,1770.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435738,Men|Women|Dogs|Sheep|Sleeping,18th century,https://images.metmuseum.org/CRDImages/ep/original/DP-414-001.jpg,Male
459029,Robert Lehman Collection,"The Molo, Venice, from the Bacino di San Marco",Painting,Unknown,Unknown,Luca Carlevaris,1663.0,1730.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/459029,Buildings|Cities|Boats,18th century,https://images.metmuseum.org/CRDImages/rl/original/DT3061.jpg,Male
333806,Drawings and Prints,'Nightmare'; an old woman carrying figures on her back; page 20 from the Witches and Old Women  Album (D),Drawing,Unknown,Unknown,Goya (Francisco de Goya y Lucientes),1746.0,1828.0,"Brush, carbon black and gray ink and wash, touches of black chalk, on laid paper",http://www.metmuseum.org/art/collection/search/333806,Boys|Women,19th century,https://images.metmuseum.org/CRDImages/dp/original/DP800144.jpg,Male
435650,European Paintings,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",Painting,Unknown,Unknown,Marie Guillelmine Benoist,1768.0,1826.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/435650,Boys|Portraits|Women,19th century,https://images.metmuseum.org/CRDImages/ep/original/DP-13442-001.jpg,Female
459093,Robert Lehman Collection,Diana and Actaeon (Diana Surprised in Her Bath),Painting,Unknown,Unknown,Camille Corot,1796.0,1875.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/459093,Actaeon|Nymphs|Diana|Forests|Bathing,19th century,https://images.metmuseum.org/CRDImages/rl/original/DT718.jpg,Male
334899,Drawings and Prints,Two Reclining Nudes,Drawing,Unknown,Unknown,Gustav Klimt,1862.0,1918.0,Colored pencil,http://www.metmuseum.org/art/collection/search/334899,Abstraction|Human Figures,20th century,https://images.metmuseum.org/CRDImages/dp/original/DP819711.jpg,Male
437382,European Paintings,Vase of Flowers (Pink Background),Painting,Unknown,Unknown,Odilon Redon,1840.0,1916.0,Oil on canvas,http://www.metmuseum.org/art/collection/search/437382,Flowers|Vases,20th century,https://images.metmuseum.org/CRDImages/ep/original/DT2159.jpg,Male
483426,Modern and Contemporary Art,Portrait of Herbert Rainer,Drawing,Unknown,Unknown,Egon Schiele,1890.0,1918.0,Graphite on paper,http://www.metmuseum.org/art/collection/search/483426,Boys|Portraits,20th century,https://images.metmuseum.org/CRDImages/ma/original/DP241473.jpg,Male
459733,Robert Lehman Collection,Garden of the Painter at Saint Clair,Drawing,Unknown,Unknown,Henri-Edmond Cross (Henri-Edmond Delacroix),1856.0,1910.0,Watercolor over graphite,http://www.metmuseum.org/art/collection/search/459733,Gardens|Landscapes,20th century,https://images.metmuseum.org/CRDImages/rl/original/DP359009.jpg,Male
34013,Arms and Armor,Drawing of Sir Anthony Hausman of Namedey,Drawing,Germany,Unknown,Unknown,,,Pen and ink on paper,http://www.metmuseum.org/art/collection/search/34013,Armor|Hammers|Men,16th century,https://images.metmuseum.org/CRDImages/aa/original/LC-29_158_739-003.jpg,Male
448476,Islamic Art,"""Prince With his Courtiers and Musicians"", Folio from the Davis Album",Illustrated  album leaf,India,Unknown,Unknown,,,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/448476,Musical Instruments|Princes|Men|Musicians,18th century,https://images.metmuseum.org/CRDImages/is/original/sf30-95-174-17a.jpg,Male
765955,"Arts of Africa, Oceania, and the Americas",Maffet Ledger: Mounted Indian,Drawing,United States,Unknown,Unknown,,,"Graphite, watercolor, and crayon on paper",http://www.metmuseum.org/art/collection/search/765955,Horses|Men,19th century,https://images.metmuseum.org/CRDImages/ao/original/page4.jpg,Male
446579,Islamic Art,Jahangir Visiting a Holy Man,Album leaf,India,Unknown,Unknown,,,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/446579,Musical Instruments|Kings|Men|Flowers|Landscapes|Leaves,19th century,https://images.metmuseum.org/CRDImages/is/original/sf13-228-45r.jpg,Male
248130,Greek and Roman Art,Wall painting,Wall painting,Unknown,Late Republican,Unknown,,,Fresco,http://www.metmuseum.org/art/collection/search/248130,Columns,1th century BCE,https://images.metmuseum.org/CRDImages/gr/original/DP165470.jpg,Male
38066,Asian Art,Unknown,Painting,Thailand,Unknown,Unknown,,,Color on paper,http://www.metmuseum.org/art/collection/search/38066,Men|Horses|Chariots,20th century,https://images.metmuseum.org/CRDImages/as/original/63_26_1.JPG,Male
54213,Asian Art,Unknown,Wall painting,China,Kizil kingdom,Unknown,,,Pigments on mud plaster,http://www.metmuseum.org/art/collection/search/54213,Buddhism|Heads,6th century,https://images.metmuseum.org/CRDImages/as/original/DP338612.jpg,Male
72606,Asian Art,"北宋 佚名 睢陽五老，畢世長像 冊頁|Portrait of Bi Shichang, from the set Five Old Men of Suiyang",Album leaf,China,Northern Song dynasty (960–1127),Unidentified artist,,,Album leaf; ink and color on silk,http://www.metmuseum.org/art/collection/search/72606,Portraits|Men,11th century,https://images.metmuseum.org/CRDImages/as/original/DP275671.jpg,Male
40987,Asian Art,南宋   傳 劉松年   溪山雪意圖   卷|Snowy landscape with rustic riverside retreat,Handscroll,China,Southern Song dynasty (1127–1279),Gao Keming|Liu Songnian,,,Handscroll; ink and color on silk,http://www.metmuseum.org/art/collection/search/40987,Bridges|Rivers|Trees,12th century,https://images.metmuseum.org/CRDImages/as/original/DP152434_CRD.jpg,Male
40086,Asian Art,南宋 馬遠 高士觀瀑圖 冊頁 絹本|Scholar viewing a waterfall,Album leaf,China,Southern Song dynasty (1127–1279),Ma Yuan,1190.0,1225.0,Album leaf; ink and color on silk,http://www.metmuseum.org/art/collection/search/40086,Men|Waterfalls|Trees,13th century,https://images.metmuseum.org/CRDImages/as/original/DP154090.jpg,Male
39548,Asian Art,元   張遜   石上松花圖   軸|Rocky Landscape with Pines,Hanging scroll,China,Yuan dynasty (1271–1368),Zhang Xun,1295.0,1349.0,Hanging scroll; ink on silk,http://www.metmuseum.org/art/collection/search/39548,Mountains|Landscapes,14th century,https://images.metmuseum.org/CRDImages/as/original/DP249730.jpg,Male
449106,Islamic Art,"""Iranian and Turanian Armies in Combat"", Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscript,Iran,Unknown,"Abu'l Qasim Firdausi|Hasan ibn Muhammad ibn `Ali ibn (?) Husaini, known as al-Mausili|al-Hasan Qawam al-Daula wa'l-Din",,,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/449106,Battles|Soldiers|Horses,14th century,https://images.metmuseum.org/CRDImages/is/original/DP215906.jpg,Male
39766,Asian Art,明  王鏊  贈別詩  軸|Farewell Poem,Hanging scroll,China,Ming dynasty (1368–1644),Wang Ao,1450.0,1524.0,Hanging scroll; ink on paper,http://www.metmuseum.org/art/collection/search/39766,Calligraphy|Poetry,15th century,https://images.metmuseum.org/CRDImages/as/original/DP-35726-002.jpg,Male
447304,Islamic Art,"""Khusrau Parviz before his Father Hurmuzd (?)"", Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscript,India,Unknown,Abu'l Qasim Firdausi,935.0,1020.0,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/447304,Men,15th century,https://images.metmuseum.org/CRDImages/is/original/DP215844.jpg,Male
459219,Robert Lehman Collection,Studies of Saint John the Baptist,Drawing,Belgium,Unknown,Copy after Rogier van der Weyden,1399.0,1464.0,Metalpoint on gray prepared paper,http://www.metmuseum.org/art/collection/search/459219,Feet|Saint John the Baptist,15th century,https://images.metmuseum.org/CRDImages/rl/original/DP359040.jpg,Male
36084,Asian Art,明  劉世儒  月下雪梅圖  軸|Flowering Plum in Moonlight and Snow,Hanging scroll,China,Ming dynasty (1368–1644),Liu Shiru,1550.0,1600.0,Hanging scroll; ink on silk,http://www.metmuseum.org/art/collection/search/36084,Moon|Trees,16th century,https://images.metmuseum.org/CRDImages/as/original/DP-37469-002.jpg,Male
446567,Islamic Art,"""The Story of the Princess of the Blue Pavillion: The Youth of Rum Is Entertained in a Garden by a Fairy and her Maidens"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",Folio from an illustrated manuscript,India,Unknown,Manohar|Muhammad Husain Kashmiri|Amir Khusrau Dihlavi,,,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/446567,Musical Instruments|Gardens|Men|Reading|Fairies|Horses|Musicians,16th century,https://images.metmuseum.org/CRDImages/is/original/DP120808.jpg,Male
459285,Robert Lehman Collection,Travelers at a Village,Drawing,Belgium,Unknown,Copy after Joos van Liere (Master of the Small Landscapes),1570.0,1630.0,"Pen and brown ink, gray wash",http://www.metmuseum.org/art/collection/search/459285,Villages,16th century,https://images.metmuseum.org/CRDImages/rl/original/DT3354.jpg,Male
36133,Asian Art,清　李寅　高閣觀瀑圖　軸|Viewing a waterfall from a mountain pavilion,Hanging scroll,China,Qing dynasty (1644–1911),Li Yin,1650.0,1825.0,Hanging scroll; ink and color on silk,http://www.metmuseum.org/art/collection/search/36133,Landscapes|Trees,17th century,https://images.metmuseum.org/CRDImages/as/original/1981_122_O.jpg,Male
448473,Islamic Art,"""Encampment in the Hills: Jahangir with Falcon"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album",Illustrated  album leaf,India,Unknown,Abu'l Fazl,1556.0,1602.0,"Ink, opaque watercolor, and gold on paper",http://www.metmuseum.org/art/collection/search/448473,Falcons|Tents|Historical Figures|Men|Hills,17th century,https://images.metmuseum.org/CRDImages/is/original/sf30-95-174-14a.jpg,Male
459356,Robert Lehman Collection,The Hangman's Tree,Drawing,France,Unknown,Imitator of Jacques Callot,1592.0,1635.0,Pen and sepia ink.,http://www.metmuseum.org/art/collection/search/459356,Men|Trees|Death|Execution|Ladders,17th century,https://images.metmuseum.org/CRDImages/rl/original/DP-19531-073.jpg,Male
652975,Arms and Armor,Design for the Decoration of the Surround of the Barrel Tang of a Firearm,Drawings,France,Unknown,Nicolas Noël Boutet,1761.0,1833.0,"Pencil, ink, gray wash on paper",http://www.metmuseum.org/art/collection/search/652975,Birds|Dragons,18th century,https://images.metmuseum.org/CRDImages/aa/original/DP322488.jpg,Male
